Date12[DDMMYYYYhhmm],JulianDayFromYear0[days],TimeFromStart[days],Simulation_Period,Run,IDpoint,Psnow_over_canopy[mm],Prain_over_canopy[mm],Psnow_under_canopy[mm],Prain_under_canopy[mm],Prain_rain_on_snow[mm],Wind_speed[m/s],Wind_direction[deg],Relative_Humidity[-],Pressure[mbar],Tair[C],Tdew[C],Tsurface[C],Tvegetation[C],Tcanopyair[C],Surface_Energy_balance[W/m2],Soil_heat_flux[W/m2],SWin[W/m2],SWbeam[W/m2],SWdiff[W/m2],LWin[W/m2],LWin_min[W/m2],LWin_max[W/m2],SWnet[W/m2],LWnet[W/m2],H[W/m2],LE[W/m2],Canopy_fraction[-],LSAI[m2/m2],z0veg[m],d0veg[m],Estored_canopy[W/m2],SWv[W/m2],LWv[W/m2],Hv[W/m2],LEv[W/m2],Hg_unveg[W/m2],LEg_unveg[W/m2],Hg_veg[W/m2],LEg_veg[W/m2],Evap_surface[mm],Trasp_canopy[mm],Water_on_canopy[mm],Snow_on_canopy[mm],Qvegetation[-],Qsurface[-],Qair[-],Qcanopyair[-],LObukhov[m],LObukhovcanopy[m],Wind_speed_top_canopy[m/s],Decay_of_K_in_canopy[-],SWup[W/m2],LWup[W/m2],Hup[W/m2],LEup[W/m2],snow_depth[mm],snow_water_equivalent[mm],snow_density[kg/m3],snow_temperature[C],snow_melted[mm],snow_subl[mm],snow_blown_away[mm],snow_subl_while_blown[mm],glac_depth[mm],glac_water_equivalent[mm],glac_density[kg/m3],glac_temperature[C],glac_melted[mm],glac_subl[mm],lowest_thawed_soil_depth[mm],highest_thawed_soil_depth[mm],lowest_water_table_depth[mm],highest_water_table_depth[mm]
03/01/2010 11:30,734141.479167,1.979167,1,0.000000,1,0.000000,5.000000,0.000000,5.000000,0.000000,0.766000,0.000000,0.500000,5.000000,20.000000,9.267100,38.441077,35.817156,-9999.000000,325.245625,325.245625,952.661797,776.754017,175.907780,316.746333,316.746333,91.856437,800.235909,-209.014454,87.598434,178.377397,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,87.598434,178.186976,0.000000,0.000000,0.133102,0.000000,0.000000,0.000000,-9999.000000,0.042956,0.007236,-9999.000000,-0.745306,0.000000,-9999.000000,0.000000,152.425887,525.760787,0.000000,0.000000,0.000000,0.000000,-9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5000.000000,0.000000,0.000000,0.000000
03/01/2010 12:00,734141.500000,2.000000,1,0.000000,1,0.000000,5.000000,0.000000,5.000000,0.000000,0.766000,0.000000,0.500000,5.000000,20.000000,9.267100,39.615503,37.356807,-9999.000000,312.335453,312.335453,974.030819,795.787827,178.242992,316.746333,316.746333,91.856437,818.185888,-216.793915,94.411382,194.645137,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,94.411382,194.445348,0.000000,0.000000,0.145415,0.000000,0.000000,0.000000,-9999.000000,0.045835,0.007236,-9999.000000,-0.698899,0.000000,-9999.000000,0.000000,155.844931,533.540248,0.000000,0.000000,0.000000,0.000000,-9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5000.000000,0.000000,0.000000,0.000000
03/01/2010 12:30,734141.520833,2.020833,1,0.000000,1,0.000000,5.000000,0.000000,5.000000,0.000000,0.766000,0.000000,0.500000,5.000000,20.000000,9.267100,40.426490,38.574215,-9999.000000,292.326793,292.326793,976.577851,798.053925,178.523926,316.746333,316.746333,91.856437,820.325394,-222.217338,99.222199,206.559065,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,99.222199,206.360449,0.000000,0.000000,0.154449,0.000000,0.000000,0.000000,-9999.000000,0.047923,0.007236,-9999.000000,-0.668543,0.000000,-9999.000000,0.000000,156.252456,538.963671,0.000000,0.000000,0.000000,0.000000,-9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5000.000000,0.000000,0.000000,0.000000
03/01/2010 13:00,734141.541667,2.041667,1,0.000000,1,0.000000,5.000000,0.000000,5.000000,0.000000,0.766000,0.000000,0.500000,5.000000,20.000000,9.267100,40.865705,39.451869,-9999.000000,265.959398,265.959398,960.250554,783.517926,176.732628,316.746333,316.746333,91.856437,806.610466,-225.172182,101.982771,213.496114,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,101.982771,213.309243,0.000000,0.000000,0.159719,0.000000,0.000000,0.000000,-9999.000000,0.049090,0.007236,-9999.000000,-0.649498,0.000000,-9999.000000,0.000000,153.640089,541.918515,0.000000,0.000000,0.000000,0.000000,-9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5000.000000,0.000000,0.000000,0.000000
03/01/2010 13:30,734141.562500,2.062500,1,0.000000,1,0.000000,5.000000,0.000000,5.000000,0.000000,0.766000,0.000000,0.500000,5.000000,20.000000,9.267100,40.929662,39.978973,-9999.000000,233.907965,233.907965,925.381023,752.398223,172.982799,316.746333,316.746333,91.856437,777.320059,-225.603494,102.681684,215.126917,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,102.681684,214.961282,0.000000,0.000000,0.160967,0.000000,0.000000,0.000000,-9999.000000,0.049261,0.007236,-9999.000000,-0.639060,0.000000,-9999.000000,0.000000,148.060964,542.349827,0.000000,0.000000,0.000000,0.000000,-9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5000.000000,0.000000,0.000000,0.000000
03/01/2010 14:00,734141.583333,2.083333,1,0.000000,1,0.000000,5.000000,0.000000,5.000000,0.000000,0.766000,0.000000,0.500000,5.000000,20.000000,9.267100,40.618684,40.149788,-9999.000000,196.792246,196.792246,872.684307,705.175102,167.509205,316.746333,316.746333,91.856437,733.054818,-223.508805,101.330370,211.423397,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,101.330370,211.286471,0.000000,0.000000,0.158166,0.000000,0.000000,0.000000,-9999.000000,0.048431,0.007236,-9999.000000,-0.635827,0.000000,-9999.000000,0.000000,139.629489,540.255138,0.000000,0.000000,0.000000,0.000000,-9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5000.000000,0.000000,0.000000,0.000000
03/01/2010 14:30,734141.604167,2.104167,1,0.000000,1,0.000000,5.000000,0.000000,5.000000,0.000000,0.766000,0.000000,0.500000,5.000000,20.000000,9.267100,39.936393,39.962566,-9999.000000,155.196393,155.196393,803.255841,642.614008,160.641832,316.746333,316.746333,91.856437,674.734906,-218.934809,97.955851,202.647854,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,97.955851,202.544410,0.000000,0.000000,0.151520,0.000000,0.000000,0.000000,-9999.000000,0.046651,0.007236,-9999.000000,-0.639375,0.000000,-9999.000000,0.000000,128.520935,535.681142,0.000000,0.000000,0.000000,0.000000,-9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5000.000000,0.000000,0.000000,0.000000
03/01/2010 15:00,734141.625000,2.125000,1,0.000000,1,0.000000,5.000000,0.000000,5.000000,0.000000,0.766000,0.000000,0.500000,5.000000,20.000000,9.267100,38.889678,39.418973,-9999.000000,109.695264,109.695264,718.570332,565.814190,152.756142,316.746333,316.746333,91.856437,603.599079,-211.975649,92.600385,189.327781,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,92.600385,189.259534,0.000000,0.000000,0.141436,0.000000,0.000000,0.000000,-9999.000000,0.044036,0.007236,-9999.000000,-0.650173,0.000000,-9999.000000,0.000000,114.971253,528.721982,0.000000,0.000000,0.000000,0.000000,-9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5000.000000,0.000000,0.000000,0.000000
03/01/2010 15:30,734141.645833,2.145833,1,0.000000,1,0.000000,5.000000,0.000000,5.000000,0.000000,0.766000,0.000000,0.500000,5.000000,20.000000,9.267100,37.489146,38.523973,-9999.000000,60.889513,60.889513,620.487883,476.308185,144.179698,316.746333,316.746333,91.856437,521.209821,-202.773022,85.328273,172.219013,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.328273,172.184598,0.000000,0.000000,0.128498,0.000000,0.000000,0.000000,-9999.000000,0.040742,0.007236,-9999.000000,-0.669701,0.000000,-9999.000000,0.000000,99.278061,519.519355,0.000000,0.000000,0.000000,0.000000,-9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5000.000000,0.000000,0.000000,0.000000
03/01/2010 16:00,734141.666667,2.166667,1,0.000000,1,0.000000,5.000000,0.000000,5.000000,0.000000,0.766000,0.000000,0.500000,5.000000,20.000000,9.267100,35.750232,37.286163,-9999.000000,9.456513,9.456513,511.279165,376.269314,135.009852,316.746333,316.746333,91.856437,429.474499,-191.518880,76.240305,152.258800,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,76.240305,152.254083,0.000000,0.000000,0.113430,0.000000,0.000000,0.000000,-9999.000000,0.036960,0.007236,-9999.000000,-0.700818,0.000000,-9999.000000,0.000000,81.804666,508.265213,0.000000,0.000000,0.000000,0.000000,-9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5000.000000,0.000000,0.000000,0.000000
03/01/2010 16:30,734141.687500,2.187500,1,0.000000,1,0.000000,5.000000,0.000000,5.000000,0.000000,0.766000,0.000000,0.500000,5.000000,20.000000,9.267100,33.695403,35.718710,-9999.000000,-43.765740,-43.765740,393.696711,268.967004,124.729707,316.746333,316.746333,91.856437,330.705237,-178.462919,65.497412,130.510646,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,65.497412,130.529326,0.000000,0.000000,0.097049,0.000000,0.000000,0.000000,-9999.000000,0.032897,0.007236,-9999.000000,-0.748633,0.000000,-9999.000000,0.000000,62.991474,495.209252,0.000000,0.000000,0.000000,0.000000,-9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5000.000000,0.000000,0.000000,0.000000
03/01/2010 17:00,734141.708333,2.208333,1,0.000000,1,0.000000,5.000000,0.000000,5.000000,0.000000,0.766000,0.000000,0.500000,5.000000,20.000000,9.267100,31.358667,33.841282,-9999.000000,-97.613372,-97.613372,271.170008,159.876806,111.293202,316.746333,316.746333,91.856437,227.782807,-163.931141,53.358654,108.106385,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,53.358654,108.140820,0.000000,0.000000,0.080219,0.000000,0.000000,0.000000,-9999.000000,0.028765,0.007236,-9999.000000,-0.822510,0.000000,-9999.000000,0.000000,43.387201,480.677474,0.000000,0.000000,0.000000,0.000000,-9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5000.000000,0.000000,0.000000,0.000000
03/01/2010 17:30,734141.729167,2.229167,1,0.000000,1,0.000000,5.000000,0.000000,5.000000,0.000000,0.766000,0.000000,0.500000,5.000000,20.000000,9.267100,28.798159,31.684005,-9999.000000,-150.096922,-150.096922,148.528572,60.167278,88.361294,316.746333,316.746333,91.856437,124.764000,-148.387318,40.258816,86.214788,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.258816,86.256914,0.000000,0.000000,0.063826,0.000000,0.000000,0.000000,-9999.000000,0.024774,0.007236,-9999.000000,-0.941074,0.000000,-9999.000000,0.000000,23.764571,465.133651,0.000000,0.000000,0.000000,0.000000,-9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5000.000000,0.000000,0.000000,0.000000
03/01/2010 18:00,734141.750000,2.250000,1,0.000000,1,0.000000,5.000000,0.000000,5.000000,0.000000,0.766000,0.000000,0.500000,5.000000,20.000000,9.267100,26.219072,29.298384,-9999.000000,-192.635352,-192.635352,41.001328,3.174150,37.827177,316.746333,316.746333,91.856437,34.441115,-133.125394,27.365393,66.585681,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,27.365393,66.627335,0.000000,0.000000,0.049177,0.000000,0.000000,0.000000,-9999.000000,0.021259,0.007236,-9999.000000,-1.146466,0.000000,-9999.000000,0.000000,6.560212,449.871727,0.000000,0.000000,0.000000,0.000000,-9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5000.000000,0.000000,0.000000,0.000000
03/01/2010 18:30,734141.770833,2.270833,1,0.000000,1,0.000000,5.000000,0.000000,5.000000,0.000000,0.766000,0.000000,0.500000,5.000000,20.000000,9.267100,24.399525,26.861022,-9999.000000,-191.950845,-191.950845,2.332499,0.009873,2.322626,316.746333,316.746333,91.856437,1.959299,-122.592763,18.259349,53.058032,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,18.259349,53.091045,0.000000,0.000000,0.039117,0.000000,0.000000,0.000000,-9999.000000,0.019053,0.007236,-9999.000000,-1.536564,0.000000,-9999.000000,0.000000,0.373200,439.339096,0.000000,0.000000,0.000000,0.000000,-9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5000.000000,0.000000,0.000000,0.000000
03/01/2010 19:00,734141.791667,2.291667,1,0.000000,1,0.000000,5.000000,0.000000,5.000000,0.000000,0.766000,0.000000,0.500000,5.000000,20.000000,9.267100,23.245144,25.039167,-9999.000000,-172.936695,-172.936695,0.000000,0.000000,0.000000,316.746333,316.746333,91.856437,0.000000,-116.009929,12.614740,44.312027,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.614740,44.336837,0.000000,0.000000,0.032630,0.000000,0.000000,0.000000,-9999.000000,0.017761,0.007236,-9999.000000,-2.163269,0.000000,-9999.000000,0.000000,0.000000,432.756262,0.000000,0.000000,0.000000,0.000000,-9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5000.000000,0.000000,0.000000,0.000000
03/01/2010 19:30,734141.812500,2.312500,1,0.000000,1,0.000000,5.000000,0.000000,5.000000,0.000000,0.766000,0.000000,0.500000,5.000000,20.000000,9.267100,22.382279,23.821408,-9999.000000,-157.746268,-157.746268,0.000000,0.000000,0.000000,316.746333,316.746333,91.856437,0.000000,-111.139426,8.676497,37.930345,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.676497,37.949699,0.000000,0.000000,0.027906,0.000000,0.000000,0.000000,-9999.000000,0.016847,0.007236,-9999.000000,-3.116906,0.000000,-9999.000000,0.000000,0.000000,427.885759,0.000000,0.000000,0.000000,0.000000,-9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5000.000000,0.000000,0.000000,0.000000
03/01/2010 20:00,734141.833333,2.333333,1,0.000000,1,0.000000,5.000000,0.000000,5.000000,0.000000,0.766000,0.000000,0.500000,5.000000,20.000000,9.267100,21.692965,22.907914,-9999.000000,-145.642167,-145.642167,0.000000,0.000000,0.000000,316.746333,316.746333,91.856437,0.000000,-107.279080,5.722714,32.640373,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.722714,32.655738,0.000000,0.000000,0.023997,0.000000,0.000000,0.000000,-9999.000000,0.016147,0.007236,-9999.000000,-4.935272,0.000000,-9999.000000,0.000000,0.000000,424.025413,0.000000,0.000000,0.000000,0.000000,-9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5000.000000,0.000000,0.000000,0.000000
03/01/2010 20:30,734141.854167,2.354167,1,0.000000,1,0.000000,5.000000,0.000000,5.000000,0.000000,0.766000,0.000000,0.500000,5.000000,20.000000,9.267100,21.131349,22.178259,-9999.000000,-135.213702,-135.213702,0.000000,0.000000,0.000000,316.746333,316.746333,91.856437,0.000000,-104.153830,3.450168,27.609704,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.450168,27.621764,0.000000,0.000000,0.020287,0.000000,0.000000,0.000000,-9999.000000,0.015596,0.007236,-9999.000000,-10.440651,0.000000,-9999.000000,0.000000,0.000000,420.900163,0.000000,0.000000,0.000000,0.000000,-9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5000.000000,0.000000,0.000000,0.000000
03/01/2010 21:00,734141.875000,2.375000,1,0.000000,1,0.000000,5.000000,0.000000,5.000000,0.000000,0.766000,0.000000,0.500000,5.000000,20.000000,9.267100,20.741752,21.581887,-9999.000000,-122.326768,-122.326768,0.000000,0.000000,0.000000,316.746333,316.746333,91.856437,0.000000,-101.996305,1.609310,18.721154,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.609310,18.728548,0.000000,0.000000,0.013750,0.000000,0.000000,0.000000,-9999.000000,0.015223,0.007236,-9999.000000,54.524057,0.000000,-9999.000000,0.000000,0.000000,418.742638,0.000000,0.000000,0.000000,0.000000,-9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5000.000000,0.000000,0.000000,0.000000
03/01/2010 21:30,734141.895833,2.395833,1,0.000000,1,0.000000,5.000000,0.000000,5.000000,0.000000,0.766000,0.000000,0.500000,5.000000,20.000000,9.267100,20.566187,21.149338,-9999.000000,-105.394835,-105.394835,0.000000,0.000000,0.000000,316.746333,316.746333,91.856437,0.000000,-101.026854,0.278026,4.089955,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.278026,4.091347,0.000000,0.000000,0.003003,0.000000,0.000000,0.000000,-9999.000000,0.015058,0.007236,-9999.000000,1.208379,0.000000,-9999.000000,0.000000,0.000000,417.773187,0.000000,0.000000,0.000000,0.000000,-9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5000.000000,0.000000,0.000000,0.000000
03/01/2010 22:00,734141.916667,2.416667,1,0.000000,1,0.000000,5.000000,0.000000,5.000000,0.000000,0.766000,0.000000,0.500000,5.000000,20.000000,9.267100,20.267897,20.917340,-9999.000000,-102.214513,-102.214513,0.000000,0.000000,0.000000,316.746333,316.746333,91.856437,0.000000,-99.383714,0.124160,2.706639,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.124160,2.707532,0.000000,0.000000,0.001987,0.000000,0.000000,0.000000,-9999.000000,0.014780,0.007236,-9999.000000,0.677262,0.000000,-9999.000000,0.000000,0.000000,416.130047,0.000000,0.000000,0.000000,0.000000,-9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5000.000000,0.000000,0.000000,0.000000
03/01/2010 22:30,734141.937500,2.437500,1,0.000000,1,0.000000,5.000000,0.000000,5.000000,0.000000,0.766000,0.000000,0.500000,5.000000,20.000000,9.267100,19.963475,20.608453,-9999.000000,-99.246869,-99.246869,0.000000,0.000000,0.000000,316.746333,316.746333,91.856437,0.000000,-97.711955,-0.016936,1.551850,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.016936,1.552347,0.000000,0.000000,0.001139,0.000000,0.000000,0.000000,-9999.000000,0.014502,0.007236,-9999.000000,0.311265,0.000000,-9999.000000,0.000000,0.000000,414.458288,0.000000,0.000000,0.000000,0.000000,-9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5000.000000,0.000000,0.000000,0.000000
03/01/2010 23:00,734141.958333,2.458333,1,0.000000,1,0.000000,5.000000,0.000000,5.000000,0.000000,0.766000,0.000000,0.500000,5.000000,20.000000,9.267100,19.665358,20.294142,-9999.000000,-96.662637,-96.662637,0.000000,0.000000,0.000000,316.746333,316.746333,91.856437,0.000000,-96.079859,-0.155252,0.738030,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.155252,0.738260,0.000000,0.000000,0.000541,0.000000,0.000000,0.000000,-9999.000000,0.014234,0.007236,-9999.000000,0.110558,0.000000,-9999.000000,0.000000,0.000000,412.826192,0.000000,0.000000,0.000000,0.000000,-9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5000.000000,0.000000,0.000000,0.000000
03/01/2010 23:30,734141.979167,2.479167,1,0.000000,1,0.000000,5.000000,0.000000,5.000000,0.000000,0.766000,0.000000,0.500000,5.000000,20.000000,9.267100,19.375841,19.987415,-9999.000000,-94.469027,-94.469027,0.000000,0.000000,0.000000,316.746333,316.746333,91.856437,0.000000,-94.499608,-0.289711,0.259131,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.289711,0.259209,0.000000,0.000000,0.000190,0.000000,0.000000,0.000000,-9999.000000,0.013978,0.007236,-9999.000000,0.033756,0.000000,-9999.000000,0.000000,0.000000,411.245941,0.000000,0.000000,0.000000,0.000000,-9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5000.000000,0.000000,0.000000,0.000000
04/01/2010 00:00,734142.000000,2.500000,1,0.000000,1,0.000000,5.000000,0.000000,5.000000,0.000000,0.766000,0.000000,0.500000,5.000000,20.000000,9.267100,19.094880,19.690588,-9999.000000,-92.624319,-92.624319,0.000000,0.000000,0.000000,316.746333,316.746333,91.856437,0.000000,-92.970535,-0.420323,0.074106,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.420323,0.074128,0.000000,0.000000,0.000054,0.000000,0.000000,0.000000,-9999.000000,0.013734,0.007236,-9999.000000,0.011130,0.000000,-9999.000000,0.000000,0.000000,409.716868,0.000000,0.000000,0.000000,0.000000,-9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5000.000000,0.000000,0.000000,0.000000
04/01/2010 00:30,734142.020833,2.520833,1,0.000000,1,0.000000,5.000000,0.000000,5.000000,0.000000,0.766000,0.000000,0.500000,5.000000,20.000000,9.267100,18.823935,19.403481,-9999.000000,-90.974530,-90.974530,0.000000,0.000000,0.000000,316.746333,316.746333,91.856437,0.000000,-91.500149,-0.546396,0.020777,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.546396,0.020783,0.000000,0.000000,0.000015,0.000000,0.000000,0.000000,-9999.000000,0.013502,0.007236,-9999.000000,0.004306,0.000000,-9999.000000,0.000000,0.000000,408.246482,0.000000,0.000000,0.000000,0.000000,-9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5000.000000,0.000000,0.000000,0.000000
04/01/2010 01:00,734142.041667,2.541667,1,0.000000,1,0.000000,5.000000,0.000000,5.000000,0.000000,0.766000,0.000000,0.500000,5.000000,20.000000,9.267100,18.564096,19.127039,-9999.000000,-89.432776,-89.432776,0.000000,0.000000,0.000000,316.746333,316.746333,91.856437,0.000000,-90.093871,-0.667410,0.006316,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.667410,0.006317,0.000000,0.000000,0.000005,0.000000,0.000000,0.000000,-9999.000000,0.013282,0.007236,-9999.000000,0.001960,0.000000,-9999.000000,0.000000,0.000000,406.840204,0.000000,0.000000,0.000000,0.000000,-9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5000.000000,0.000000,0.000000,0.000000
04/01/2010 01:30,734142.062500,2.562500,1,0.000000,1,0.000000,5.000000,0.000000,5.000000,0.000000,0.766000,0.000000,0.500000,5.000000,20.000000,9.267100,18.315576,18.862063,-9999.000000,-87.971272,-87.971272,0.000000,0.000000,0.000000,316.746333,316.746333,91.856437,0.000000,-88.752363,-0.783253,0.002162,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.783253,0.002163,0.000000,0.000000,0.000002,0.000000,0.000000,0.000000,-9999.000000,0.013075,0.007236,-9999.000000,0.001020,0.000000,-9999.000000,0.000000,0.000000,405.498696,0.000000,0.000000,0.000000,0.000000,-9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5000.000000,0.000000,0.000000,0.000000
04/01/2010 02:00,734142.083333,2.583333,1,0.000000,1,0.000000,5.000000,0.000000,5.000000,0.000000,0.766000,0.000000,0.500000,5.000000,20.000000,9.267100,18.078089,18.608674,-9999.000000,-86.580410,-86.580410,0.000000,0.000000,0.000000,316.746333,316.746333,91.856437,0.000000,-87.473618,-0.894044,0.000836,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.894044,0.000837,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,-9999.000000,0.012880,0.007236,-9999.000000,0.000586,0.000000,-9999.000000,0.000000,0.000000,404.219951,0.000000,0.000000,0.000000,0.000000,-9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5000.000000,0.000000,0.000000,0.000000
04/01/2010 02:30,734142.104167,2.604167,1,0.000000,1,0.000000,5.000000,0.000000,5.000000,0.000000,0.766000,0.000000,0.500000,5.000000,20.000000,9.267100,17.851130,18.366553,-9999.000000,-85.254832,-85.254832,0.000000,0.000000,0.000000,316.746333,316.746333,91.856437,0.000000,-86.254477,-1.000008,0.000363,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000008,0.000363,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-9999.000000,0.012696,0.007236,-9999.000000,0.000362,0.000000,-9999.000000,0.000000,0.000000,403.000810,0.000000,0.000000,0.000000,0.000000,-9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5000.000000,0.000000,0.000000,0.000000
